HIV.1_Prot_Name	Human_GeneId	Keywords	evidence.number
Nef	3688	interacts with(1)	1
Nef	3708	interacts with(1)	1
Nef	3725	interacts with(1)	1
Nef	3837	complexes with(1)	1
Nef	3916	interacts with(1)	1
Nef	3937	associates with(1)	1
Nef	3939	complexes with(1)	1
Nef	3945	complexes with(1)	1
Nef	4067	interacts with(1)	1
Nef	4069	complexes with(1)	1
Nef	4076	complexes with(1)	1
Nef	4118	interacts with(1)	1
Nef	4176	complexes with(1)	1
Nef	4204	interacts with(1)	1
Nef	4218	complexes with(1)	1
Nef	4237	binds(1)	1
Nef	4343	complexes with(1)	1
Nef	4670	complexes with(1)	1
Nef	4690	associates with(1)	1
Nef	4691	complexes with(1)	1
Nef	4733	complexes with(1)	1
Nef	4841	complexes with(1)	1
Nef	4869	complexes with(1)	1
Nef	4904	complexes with(1)	1
Nef	4905	complexes with(1)	1
Nef	4942	complexes with(1)	1
Nef	5037	interacts with(1)	1
Nef	5093	complexes with(1)	1
Nef	5162	complexes with(1)	1
Nef	5245	complexes with(1)	1
Nef	5315	complexes with(1)	1
Nef	5358	complexes with(1)	1
Nef	5478	binds(1)	1
Nef	5566	phosphorylated by(1)	1
Nef	5567	phosphorylated by(1)	1
Nef	5568	phosphorylated by(1)	1
Nef	5573	phosphorylated by(1)	1
Nef	5575	phosphorylated by(1)	1
Nef	5576	phosphorylated by(1)	1
Nef	5577	phosphorylated by(1)	1
Nef	5583	associates with(1)	1
Nef	5591	complexes with(1)	1
Nef	5594	binds(1)	1
Nef	5603	interacts with(1)	1
Nef	5610	interacts with(1)	1
Nef	5692	binds(1)	1
Nef	5706	complexes with(1)	1
Nef	5708	complexes with(1)	1
Nef	5728	interacts with(1)	1
Nef	5817	interacts with(1)	1
Nef	5832	complexes with(1)	1
Nef	5836	complexes with(1)	1
Nef	5868	interacts with(1)	1
Nef	5878	complexes with(1)	1
Nef	5880	interacts with(1)	1
Nef	5894	binds(1)	1
Nef	5901	complexes with(1)	1
Nef	5970	interacts with(1)	1
Nef	5976	complexes with(1)	1
Nef	6122	complexes with(1)	1
Nef	6124	complexes with(1)	1
Nef	6125	complexes with(1)	1
Nef	6128	complexes with(1)	1
Nef	6129	complexes with(1)	1
Nef	6130	complexes with(1)	1
Nef	6132	complexes with(1)	1
Nef	6133	complexes with(1)	1
Nef	6134	complexes with(1)	1
Nef	6137	complexes with(1)	1
Nef	6139	complexes with(1)	1
Nef	6141	complexes with(1)	1
Nef	6143	complexes with(1)	1
Nef	6152	complexes with(1)	1
Nef	6159	complexes with(1)	1
Nef	6175	complexes with(1)	1
Nef	6184	complexes with(1)	1
Nef	6187	complexes with(1)	1
Nef	6188	complexes with(1)	1
Nef	6191	complexes with(1)	1
Nef	6194	complexes with(1)	1
Nef	6202	complexes with(1)	1
Nef	6203	complexes with(1)	1
Nef	6204	interacts with(1)	1
Nef	6224	binds(1)	1
Nef	6294	complexes with(1)	1
Nef	6389	interacts with(1)	1
Nef	6421	complexes with(1)	1
Nef	6426	complexes with(1)	1
Nef	6429	complexes with(1)	1
Nef	6432	complexes with(1)	1
Nef	6640	interacts with(1)	1
Nef	6641	interacts with(1)	1
Nef	6645	interacts with(1)	1
Nef	6709	complexes with(1)	1
Nef	6730	complexes with(1)	1
Nef	6731	complexes with(1)	1
Nef	6780	complexes with(1)	1
Nef	6885	interacts with(1)	1
Nef	6950	complexes with(1)	1
Nef	7006	interacts with(1)	1
Nef	7102	interacts with(1)	1
Nef	7124	interacts with(1)	1
Nef	7277	complexes with(1)	1
Nef	7431	complexes with(1)	1
Nef	7791	interacts with(1)	1
Nef	7841	complexes with(1)	1
Nef	7846	complexes with(1)	1
Nef	7879	interacts with(1)	1
Nef	7919	complexes with(1)	1
Nef	8106	complexes with(1)	1
Nef	8243	complexes with(1)	1
Nef	8402	complexes with(1)	1
Nef	8570	complexes with(1)	1
Nef	8661	complexes with(1)	1
Nef	8664	complexes with(1)	1
Nef	8726	binds(1)	1
Nef	8761	complexes with(1)	1
Nef	8826	complexes with(1)	1
Nef	8895	complexes with(1)	1
Nef	9045	complexes with(1)	1
Nef	9071	interacts with(1)	1
Nef	9092	complexes with(1)	1
Nef	9114	complexes with(1)	1
Nef	9118	complexes with(1)	1
Nef	9131	complexes with(1)	1
Nef	9188	complexes with(1)	1
Nef	9276	interacts with(1)	1
Nef	9397	myristoylated by(1)	1
Nef	9416	complexes with(1)	1
Nef	9482	interacts with(1)	1
Nef	9588	complexes with(1)	1
Nef	9625	interacts with(1)	1
Nef	9631	complexes with(1)	1
Nef	9648	binds(1)	1
Nef	9775	complexes with(1)	1
Nef	9782	complexes with(1)	1
Nef	9791	complexes with(1)	1
Nef	9844	interacts with(1)	1
Nef	10093	complexes with(1)	1
Nef	10128	complexes with(1)	1
Nef	10134	interacts with(1)	1
Nef	10155	complexes with(1)	1
Nef	10189	complexes with(1)	1
Nef	10236	complexes with(1)	1
Nef	10262	complexes with(1)	1
Nef	10318	binds(1)	1
Nef	10423	complexes with(1)	1
Nef	10492	complexes with(1)	1
Nef	10514	complexes with(1)	1
Nef	10521	complexes with(1)	1
Nef	10575	complexes with(1)	1
Nef	10576	complexes with(1)	1
Nef	10594	complexes with(1)	1
Nef	10642	complexes with(1)	1
Nef	10643	complexes with(1)	1
Nef	10666	interacts with(1)	1
Nef	10670	complexes with(1)	1
Nef	10772	complexes with(1)	1
Nef	10797	interacts with(1)	1
Nef	10890	complexes with(1)	1
Nef	10949	complexes with(1)	1
Nef	10992	complexes with(1)	1
Nef	11041	interacts with(1)	1
Nef	11051	complexes with(1)	1
Nef	11103	complexes with(1)	1
Nef	11326	interacts with(1)	1
Nef	11331	complexes with(1)	1
Nef	22818	complexes with(1)	1
Nef	22907	complexes with(1)	1
Nef	23020	complexes with(1)	1
Nef	23435	complexes with(1)	1
Nef	23451	complexes with(1)	1
Nef	23787	interacts with(1)	1
Nef	26985	interacts with(1)	1
Nef	26986	complexes with(1)	1
Nef	27035	phosphorylates(1)	1
Nef	27161	interacts with(1)	1
Nef	27316	complexes with(1)	1
Nef	29894	complexes with(1)	1
Nef	29927	complexes with(1)	1
Nef	30835	interacts with(1)	1
Nef	51293	interacts with(1)	1
Nef	51374	interacts with(1)	1
Nef	51495	complexes with(1)	1
Nef	51520	complexes with(1)	1
Nef	51606	binds(1)	1
Nef	51631	complexes with(1)	1
Nef	51663	complexes with(1)	1
Nef	54205	interacts with(1)	1
Nef	54221	interacts with(1)	1
Nef	54536	binds(1)	1
Nef	54681	interacts with(1)	1
Nef	54901	interacts with(1)	1
Nef	54940	interacts with(1)	1
Nef	55037	complexes with(1)	1
Nef	55054	interacts with(1)	1
Nef	55379	complexes with(1)	1
Nef	55660	complexes with(1)	1
Nef	55661	complexes with(1)	1
Nef	55922	complexes with(1)	1
Nef	56254	complexes with(1)	1
Nef	56937	interacts with(1)	1
Nef	57187	complexes with(1)	1
Nef	57222	interacts with(1)	1
Nef	58477	complexes with(1)	1
Nef	65109	complexes with(1)	1
Nef	79869	complexes with(1)	1
Nef	80755	interacts with(1)	1
Nef	80777	interacts with(1)	1
Nef	81608	complexes with(1)	1
Nef	89849	interacts with(1)	1
Nef	94081	complexes with(1)	1
Nef	112574	associates with(1)	1
Nef	125950	complexes with(1)	1
Nef	220988	complexes with(1)	1
Nef	376497	interacts with(1)	1
nucleocapsid	339	interacts with(1)	1
nucleocapsid	1739	interacts with(1)	1
nucleocapsid	3276	interacts with(1)	1
nucleocapsid	4343	interacts with(1)	1
nucleocapsid	4600	binds(1)	1
nucleocapsid	4659	interacts with(1)	1
nucleocapsid	4809	interacts with(1)	1
nucleocapsid	4928	binds(1)	1
nucleocapsid	5478	interacts with(1)	1
nucleocapsid	6050	interacts with(1)	1
nucleocapsid	7314	ubiquitinated by(1)	1
nucleocapsid	7316	ubiquitinated by(1)	1
nucleocapsid	7812	interacts with(1)	1
nucleocapsid	8651	binds(1)	1
nucleocapsid	9972	binds(1)	1
nucleocapsid	10537	ubiquitinated by(1)	1
nucleocapsid	10642	interacts with(1)	1
nucleocapsid	11052	binds(1)	1
nucleocapsid	11171	interacts with(1)	1
nucleocapsid	23534	interacts with(1)	1
nucleocapsid	25930	binds(1)	1
nucleocapsid	29119	interacts with(1)	1
nucleocapsid	53840	binds(1)	1
nucleocapsid	55170	methylated by(1)	1
nucleocapsid	55623	interacts with(1)	1
nucleocapsid	57470	interacts with(1)	1
nucleocapsid	65003	interacts with(1)	1
nucleocapsid	79159	interacts with(1)	1
nucleocapsid	85363	binds(1)	1
nucleocapsid	89853	binds(1)	1
nucleocapsid	114822	binds(1)	1
nucleocapsid	117854	binds(1)	1
nucleocapsid	164668	binds(1)	1
nucleocapsid	253943	interacts with(1)	1
p1	7314	ubiquitinated by(1)	1
p1	7316	ubiquitinated by(1)	1
p1	10537	ubiquitinated by(1)	1
p2	7251	interacts with(1)	1
p6	3958	associates with(1)	1
p6	5478	binds(1)	1
p6	5594	phosphorylated by(1)	1
p6	5595	phosphorylated by(1)	1
p6	7329	interacts with(1)	1
p6	7341	interacts with(1)	1
p6	29082	interacts with(1)	1
p6	51160	complexes with(1)	1
p6	60489	interacts with(1)	1
p6	92421	interacts with(1)	1
p6	93343	complexes with(1)	1
p6	128866	interacts with(1)	1
p6	137492	complexes with(1)	1
Pol	409	interacts with(1)	1
Pol	2235	interacts with(1)	1
Pol	2885	interacts with(1)	1
Pol	3105	binds(1)	1
Pol	3329	interacts with(1)	1
Pol	3419	interacts with(1)	1
Pol	3646	interacts with(1)	1
Pol	3959	interacts with(1)	1
Pol	4173	interacts with(1)	1
Pol	4175	interacts with(1)	1
Pol	4176	interacts with(1)	1
Pol	5451	interacts with(1)	1
Pol	5452	interacts with(1)	1
Pol	5516	interacts with(1)	1
Pol	5954	interacts with(1)	1
Pol	5965	interacts with(1)	1
Pol	6241	interacts with(1)	1
Pol	6667	interacts with(1)	1
Pol	6670	interacts with(1)	1
Pol	6688	interacts with(1)	1
Pol	7306	interacts with(1)	1
Pol	8607	interacts with(1)	1
Pol	8661	interacts with(1)	1
Pol	8662	interacts with(1)	1
Pol	8663	interacts with(1)	1
Pol	8664	interacts with(1)	1
Pol	8665	interacts with(1)	1
Pol	8666	interacts with(1)	1
Pol	8667	interacts with(1)	1
Pol	8668	interacts with(1)	1
Pol	8801	interacts with(1)	1
Pol	8994	interacts with(1)	1
Pol	9601	interacts with(1)	1
Pol	10130	interacts with(1)	1
Pol	10527	interacts with(1)	1
Pol	10726	interacts with(1)	1
Pol	11168	interacts with(1)	1
Pol	23304	interacts with(1)	1
Pol	23352	interacts with(1)	1
Pol	26031	interacts with(1)	1
Pol	27247	interacts with(1)	1
Pol	27335	interacts with(1)	1
Pol	29882	interacts with(1)	1
Pol	51386	interacts with(1)	1
Pol	53918	interacts with(1)	1
Pol	55054	interacts with(1)	1
Pol	57805	interacts with(1)	1
Pol	89849	interacts with(1)	1
Pol	200316	interacts with(1)	1
Pol	219743	interacts with(1)	1
Pr55(Gag)	32	interacts with(1)	1
Pr55(Gag)	47	complexes with(1)	1
Pr55(Gag)	102	interacts with(1)	1
Pr55(Gag)	160	binds(1)	1
Pr55(Gag)	161	binds(1)	1
Pr55(Gag)	163	binds(1)	1
Pr55(Gag)	286	binds(1)	1
Pr55(Gag)	292	complexes with(1)	1
Pr55(Gag)	302	interacts with(1)	1
Pr55(Gag)	350	binds(1)	1
Pr55(Gag)	369	interacts with(1)	1
Pr55(Gag)	375	interacts with(1)	1
Pr55(Gag)	378	complexes with(1)	1
Pr55(Gag)	381	complexes with(1)	1
Pr55(Gag)	382	complexes with(1)	1
Pr55(Gag)	400	complexes with(1)	1
Pr55(Gag)	498	complexes with(1)	1
Pr55(Gag)	509	complexes with(1)	1
Pr55(Gag)	539	complexes with(1)	1
Pr55(Gag)	790	complexes with(1)	1
Pr55(Gag)	821	complexes with(1)	1
Pr55(Gag)	836	interacts with(1)	1
Pr55(Gag)	871	complexes with(1)	1
Pr55(Gag)	928	interacts with(1)	1
Pr55(Gag)	958	interacts with(1)	1
Pr55(Gag)	959	interacts with(1)	1
Pr55(Gag)	966	associates with(1)	1
Pr55(Gag)	983	interacts with(1)	1
Pr55(Gag)	988	complexes with(1)	1
Pr55(Gag)	1020	interacts with(1)	1
Pr55(Gag)	1107	interacts with(1)	1
Pr55(Gag)	1175	binds(1)	1
Pr55(Gag)	1176	complexes with(1)	1
Pr55(Gag)	1213	complexes with(1)	1
Pr55(Gag)	1314	complexes with(1)	1
Pr55(Gag)	1615	complexes with(1)	1
Pr55(Gag)	1650	complexes with(1)	1
Pr55(Gag)	1653	complexes with(1)	1
Pr55(Gag)	1654	complexes with(1)	1
Pr55(Gag)	1656	associates with(1)	1
Pr55(Gag)	1665	complexes with(1)	1
Pr55(Gag)	1717	complexes with(1)	1
Pr55(Gag)	1785	complexes with(1)	1
Pr55(Gag)	1936	complexes with(1)	1
Pr55(Gag)	1937	complexes with(1)	1
Pr55(Gag)	1973	complexes with(1)	1
Pr55(Gag)	1994	complexes with(1)	1
Pr55(Gag)	2023	complexes with(1)	1
Pr55(Gag)	2051	interacts with(1)	1
Pr55(Gag)	2058	complexes with(1)	1
Pr55(Gag)	2109	complexes with(1)	1
Pr55(Gag)	2181	complexes with(1)	1
Pr55(Gag)	2194	complexes with(1)	1
Pr55(Gag)	2332	interacts with(1)	1
Pr55(Gag)	2483	interacts with(1)	1
Pr55(Gag)	2645	interacts with(1)	1
Pr55(Gag)	2980	interacts with(1)	1
Pr55(Gag)	3007	associates with(1)	1
Pr55(Gag)	3009	associates with(1)	1
Pr55(Gag)	3012	associates with(1)	1
Pr55(Gag)	3123	interacts with(1)	1
Pr55(Gag)	3178	complexes with(1)	1
Pr55(Gag)	3181	complexes with(1)	1
Pr55(Gag)	3182	complexes with(1)	1
Pr55(Gag)	3183	complexes with(1)	1
Pr55(Gag)	3184	associates with(1)	1
Pr55(Gag)	3185	complexes with(1)	1
Pr55(Gag)	3187	complexes with(1)	1
Pr55(Gag)	3188	complexes with(1)	1
Pr55(Gag)	3189	complexes with(1)	1
Pr55(Gag)	3190	complexes with(1)	1
Pr55(Gag)	3192	complexes with(1)	1
Pr55(Gag)	3276	interacts with(1)	1
Pr55(Gag)	3295	complexes with(1)	1
Pr55(Gag)	3303	complexes with(1)	1
Pr55(Gag)	3304	complexes with(1)	1
Pr55(Gag)	3305	complexes with(1)	1
Pr55(Gag)	3309	complexes with(1)	1
Pr55(Gag)	3312	complexes with(1)	1
Pr55(Gag)	3313	complexes with(1)	1
Pr55(Gag)	3329	complexes with(1)	1
Pr55(Gag)	3376	complexes with(1)	1
Pr55(Gag)	3383	interacts with(1)	1
Pr55(Gag)	3419	complexes with(1)	1
Pr55(Gag)	3428	interacts with(1)	1
Pr55(Gag)	3608	complexes with(1)	1
Pr55(Gag)	3609	complexes with(1)	1
Pr55(Gag)	3646	complexes with(1)	1
Pr55(Gag)	3803	binds(1)	1
Pr55(Gag)	3932	interacts with(1)	1
Pr55(Gag)	3939	complexes with(1)	1
Pr55(Gag)	3945	complexes with(1)	1
Pr55(Gag)	3959	binds(1)	1
Pr55(Gag)	4069	complexes with(1)	1
Pr55(Gag)	4076	complexes with(1)	1
Pr55(Gag)	4134	interacts with(1)	1
Pr55(Gag)	4141	interacts with(1)	1
Pr55(Gag)	4176	complexes with(1)	1
Pr55(Gag)	4179	associates with(1)	1
Pr55(Gag)	4218	complexes with(1)	1
Pr55(Gag)	4593	interacts with(1)	1
Pr55(Gag)	4627	interacts with(1)	1
Pr55(Gag)	4628	interacts with(1)	1
Pr55(Gag)	4637	interacts with(1)	1
Pr55(Gag)	4670	complexes with(1)	1
Pr55(Gag)	4733	complexes with(1)	1
Pr55(Gag)	4751	interacts with(1)	1
Pr55(Gag)	4841	complexes with(1)	1
Pr55(Gag)	4869	complexes with(1)	1
Pr55(Gag)	4904	complexes with(1)	1
Pr55(Gag)	4905	complexes with(1)	1
Pr55(Gag)	4942	complexes with(1)	1
Pr55(Gag)	5093	complexes with(1)	1
Pr55(Gag)	5162	complexes with(1)	1
Pr55(Gag)	5245	complexes with(1)	1
Pr55(Gag)	5265	interacts with(1)	1
Pr55(Gag)	5315	complexes with(1)	1
Pr55(Gag)	5347	interacts with(1)	1
Pr55(Gag)	5358	complexes with(1)	1
Pr55(Gag)	5394	interacts with(1)	1
Pr55(Gag)	5478	binds(1)	1
Pr55(Gag)	5586	interacts with(1)	1
Pr55(Gag)	5591	complexes with(1)	1
Pr55(Gag)	5601	interacts with(1)	1
Pr55(Gag)	5603	interacts with(1)	1
Pr55(Gag)	5610	interacts with(1)	1
Pr55(Gag)	5681	interacts with(1)	1
Pr55(Gag)	5706	complexes with(1)	1
Pr55(Gag)	5708	complexes with(1)	1
Pr55(Gag)	5832	complexes with(1)	1
Pr55(Gag)	5836	complexes with(1)	1
Pr55(Gag)	5859	interacts with(1)	1
Pr55(Gag)	5878	complexes with(1)	1
Pr55(Gag)	5901	complexes with(1)	1
Pr55(Gag)	5917	interacts with(1)	1
Pr55(Gag)	5976	complexes with(1)	1
Pr55(Gag)	6122	complexes with(1)	1
Pr55(Gag)	6124	complexes with(1)	1
Pr55(Gag)	6125	complexes with(1)	1
Pr55(Gag)	6128	complexes with(1)	1
Pr55(Gag)	6129	complexes with(1)	1
Pr55(Gag)	6130	complexes with(1)	1
Pr55(Gag)	6132	complexes with(1)	1
Pr55(Gag)	6133	complexes with(1)	1
Pr55(Gag)	6134	complexes with(1)	1
Pr55(Gag)	6135	interacts with(1)	1
Pr55(Gag)	6137	complexes with(1)	1
Pr55(Gag)	6139	complexes with(1)	1
Pr55(Gag)	6141	complexes with(1)	1
Pr55(Gag)	6143	complexes with(1)	1
Pr55(Gag)	6152	complexes with(1)	1
Pr55(Gag)	6157	interacts with(1)	1
Pr55(Gag)	6158	interacts with(1)	1
Pr55(Gag)	6164	interacts with(1)	1
Pr55(Gag)	6168	interacts with(1)	1
Pr55(Gag)	6173	interacts with(1)	1
Pr55(Gag)	6175	complexes with(1)	1
Pr55(Gag)	6184	complexes with(1)	1
Pr55(Gag)	6191	complexes with(1)	1
Pr55(Gag)	6193	interacts with(1)	1
Pr55(Gag)	6199	interacts with(1)	1
Pr55(Gag)	6202	complexes with(1)	1
Pr55(Gag)	6203	complexes with(1)	1
Pr55(Gag)	6217	interacts with(1)	1
Pr55(Gag)	6294	complexes with(1)	1
Pr55(Gag)	6351	interacts with(1)	1
Pr55(Gag)	6421	complexes with(1)	1
Pr55(Gag)	6426	complexes with(1)	1
Pr55(Gag)	6429	complexes with(1)	1
Pr55(Gag)	6432	complexes with(1)	1
Pr55(Gag)	6449	interacts with(1)	1
Pr55(Gag)	6614	interacts with(1)	1
Pr55(Gag)	6651	interacts with(1)	1
Pr55(Gag)	6709	complexes with(1)	1
Pr55(Gag)	6727	interacts with(1)	1
Pr55(Gag)	6730	complexes with(1)	1
Pr55(Gag)	6731	complexes with(1)	1
Pr55(Gag)	6737	interacts with(1)	1
Pr55(Gag)	6850	interacts with(1)	1
Pr55(Gag)	6949	interacts with(1)	1
Pr55(Gag)	6950	complexes with(1)	1
Pr55(Gag)	7037	interacts with(1)	1
Pr55(Gag)	7048	interacts with(1)	1
Pr55(Gag)	7124	interacts with(1)	1
Pr55(Gag)	7157	interacts with(1)	1
Pr55(Gag)	7278	interacts with(1)	1
Pr55(Gag)	7280	interacts with(1)	1
Pr55(Gag)	7283	interacts with(1)	1
Pr55(Gag)	7431	complexes with(1)	1
Pr55(Gag)	7444	interacts with(1)	1
Pr55(Gag)	7706	interacts with(1)	1
Pr55(Gag)	7841	complexes with(1)	1
Pr55(Gag)	7919	complexes with(1)	1
Pr55(Gag)	7965	interacts with(1)	1
Pr55(Gag)	8087	interacts with(1)	1
Pr55(Gag)	8106	complexes with(1)	1
Pr55(Gag)	8243	complexes with(1)	1
Pr55(Gag)	8358	interacts with(1)	1
Pr55(Gag)	8402	complexes with(1)	1
Pr55(Gag)	8500	interacts with(1)	1
Pr55(Gag)	8570	complexes with(1)	1
Pr55(Gag)	8651	binds(1)	1
Pr55(Gag)	8661	complexes with(1)	1
Pr55(Gag)	8664	complexes with(1)	1
Pr55(Gag)	8761	complexes with(1)	1
Pr55(Gag)	8815	binds(1)	1
Pr55(Gag)	8826	complexes with(1)	1
Pr55(Gag)	8888	interacts with(1)	1
Pr55(Gag)	8895	complexes with(1)	1
Pr55(Gag)	9045	complexes with(1)	1
Pr55(Gag)	9114	complexes with(1)	1
Pr55(Gag)	9118	complexes with(1)	1
Pr55(Gag)	9131	complexes with(1)	1
Pr55(Gag)	9188	complexes with(1)	1
Pr55(Gag)	9255	interacts with(1)	1
Pr55(Gag)	9416	complexes with(1)	1
Pr55(Gag)	9588	complexes with(1)	1
Pr55(Gag)	9631	complexes with(1)	1
Pr55(Gag)	9636	complexes with(1)	1
Pr55(Gag)	9669	interacts with(1)	1
Pr55(Gag)	9730	interacts with(1)	1
Pr55(Gag)	9775	complexes with(1)	1
Pr55(Gag)	9782	complexes with(1)	1
Pr55(Gag)	9791	complexes with(1)	1
Pr55(Gag)	9967	interacts with(1)	1
Pr55(Gag)	10059	interacts with(1)	1
Pr55(Gag)	10093	complexes with(1)	1
Pr55(Gag)	10128	complexes with(1)	1
Pr55(Gag)	10155	complexes with(1)	1
Pr55(Gag)	10189	complexes with(1)	1
Pr55(Gag)	10198	interacts with(1)	1
Pr55(Gag)	10211	interacts with(1)	1
Pr55(Gag)	10236	complexes with(1)	1
Pr55(Gag)	10253	interacts with(1)	1
Pr55(Gag)	10262	complexes with(1)	1
Pr55(Gag)	10346	interacts with(1)	1
Pr55(Gag)	10376	interacts with(1)	1
Pr55(Gag)	10381	interacts with(1)	1
Pr55(Gag)	10382	interacts with(1)	1
Pr55(Gag)	10383	interacts with(1)	1
Pr55(Gag)	10399	complexes with(1)	1
Pr55(Gag)	10423	complexes with(1)	1
Pr55(Gag)	10492	complexes with(1)	1
Pr55(Gag)	10514	complexes with(1)	1
Pr55(Gag)	10527	complexes with(1)	1
Pr55(Gag)	10553	interacts with(1)	1
Pr55(Gag)	10575	complexes with(1)	1
Pr55(Gag)	10576	complexes with(1)	1
Pr55(Gag)	10577	interacts with(1)	1
Pr55(Gag)	10594	complexes with(1)	1
Pr55(Gag)	10625	interacts with(1)	1
Pr55(Gag)	10643	complexes with(1)	1
Pr55(Gag)	10644	interacts with(1)	1
Pr55(Gag)	10670	complexes with(1)	1
Pr55(Gag)	10772	complexes with(1)	1
Pr55(Gag)	10890	complexes with(1)	1
Pr55(Gag)	10949	complexes with(1)	1
Pr55(Gag)	10992	complexes with(1)	1
Pr55(Gag)	11051	complexes with(1)	1
Pr55(Gag)	11074	interacts with(1)	1
Pr55(Gag)	11103	complexes with(1)	1
Pr55(Gag)	11224	interacts with(1)	1
Pr55(Gag)	11267	interacts with(1)	1
Pr55(Gag)	11273	interacts with(1)	1
Pr55(Gag)	11331	complexes with(1)	1
Pr55(Gag)	11345	interacts with(1)	1
Pr55(Gag)	22803	interacts with(1)	1
Pr55(Gag)	22818	complexes with(1)	1
Pr55(Gag)	22907	complexes with(1)	1
Pr55(Gag)	23020	complexes with(1)	1
Pr55(Gag)	23086	interacts with(1)	1
Pr55(Gag)	23215	interacts with(1)	1
Pr55(Gag)	23367	interacts with(1)	1
Pr55(Gag)	23405	interacts with(1)	1
Pr55(Gag)	23435	complexes with(1)	1
Pr55(Gag)	23451	complexes with(1)	1
Pr55(Gag)	23524	interacts with(1)	1
Pr55(Gag)	25939	interacts with(1)	1
Pr55(Gag)	26523	interacts with(1)	1
Pr55(Gag)	26986	complexes with(1)	1
Pr55(Gag)	27044	interacts with(1)	1
Pr55(Gag)	27246	interacts with(1)	1
Pr55(Gag)	27316	complexes with(1)	1
Pr55(Gag)	27350	interacts with(1)	1
Pr55(Gag)	29789	interacts with(1)	1
Pr55(Gag)	29890	interacts with(1)	1
Pr55(Gag)	29894	complexes with(1)	1
Pr55(Gag)	29927	complexes with(1)	1
Pr55(Gag)	29959	interacts with(1)	1
Pr55(Gag)	51091	interacts with(1)	1
Pr55(Gag)	51191	interacts with(1)	1
Pr55(Gag)	51421	binds(1)	1
Pr55(Gag)	51495	complexes with(1)	1
Pr55(Gag)	51520	complexes with(1)	1
Pr55(Gag)	51631	complexes with(1)	1
Pr55(Gag)	51652	interacts with(1)	1
Pr55(Gag)	51663	complexes with(1)	1
Pr55(Gag)	54555	interacts with(1)	1
Pr55(Gag)	54665	interacts with(1)	1
Pr55(Gag)	54888	interacts with(1)	1
Pr55(Gag)	54986	interacts with(1)	1
Pr55(Gag)	55037	complexes with(1)	1
Pr55(Gag)	55223	interacts with(1)	1
Pr55(Gag)	55361	interacts with(1)	1
Pr55(Gag)	55379	complexes with(1)	1
Pr55(Gag)	55660	complexes with(1)	1
Pr55(Gag)	55661	complexes with(1)	1
Pr55(Gag)	55802	interacts with(1)	1
Pr55(Gag)	55922	complexes with(1)	1
Pr55(Gag)	56254	complexes with(1)	1
Pr55(Gag)	56829	interacts with(1)	1
Pr55(Gag)	56922	interacts with(1)	1
Pr55(Gag)	57187	complexes with(1)	1
Pr55(Gag)	57508	interacts with(1)	1
Pr55(Gag)	57630	interacts with(1)	1
Pr55(Gag)	58477	complexes with(1)	1
Pr55(Gag)	59067	interacts with(1)	1
Pr55(Gag)	64783	interacts with(1)	1
Pr55(Gag)	65109	complexes with(1)	1
Pr55(Gag)	79029	interacts with(1)	1
Pr55(Gag)	79869	complexes with(1)	1
Pr55(Gag)	81559	interacts with(1)	1
Pr55(Gag)	81608	complexes with(1)	1
Pr55(Gag)	81627	interacts with(1)	1
Pr55(Gag)	83547	processed by(1)	1
Pr55(Gag)	83931	interacts with(1)	1
Pr55(Gag)	83987	is polyubiquitinylated by(1)	1
Pr55(Gag)	84313	interacts with(1)	1
Pr55(Gag)	84365	associates with(1)	1
Pr55(Gag)	84557	fractionates with(1)	1
Pr55(Gag)	84790	interacts with(1)	1
Pr55(Gag)	84868	interacts with(1)	1
Pr55(Gag)	84991	interacts with(1)	1
Pr55(Gag)	85364	interacts with(1)	1
Pr55(Gag)	89870	interacts with(1)	1
Pr55(Gag)	92421	interacts with(1)	1
Pr55(Gag)	94081	complexes with(1)	1
Pr55(Gag)	94120	interacts with(1)	1
Pr55(Gag)	118987	binds(1)	1
Pr55(Gag)	124801	interacts with(1)	1
Pr55(Gag)	125950	complexes with(1)	1
Pr55(Gag)	154796	binds(1)	1
Pr55(Gag)	154810	binds(1)	1
Pr55(Gag)	164668	interacts with(1)	1
Pr55(Gag)	167227	associates with(1)	1
Pr55(Gag)	196513	interacts with(1)	1
Pr55(Gag)	203068	interacts with(1)	1
Pr55(Gag)	220988	complexes with(1)	1
Pr55(Gag)	222194	interacts with(1)	1
Pr55(Gag)	285643	binds(1)	1
Pr55(Gag)	389421	interacts with(1)	1
retropepsin	143	interacts with(1)	1
retropepsin	191	interacts with(1)	1
retropepsin	409	interacts with(1)	1
retropepsin	581	interacts with(1)	1
retropepsin	596	interacts with(1)	1
retropepsin	1457	phosphorylated by(1)	1
retropepsin	1459	phosphorylated by(1)	1
retropepsin	1460	phosphorylated by(1)	1
retropepsin	1471	interacts with(1)	1
retropepsin	1729	interacts with(1)	1
retropepsin	1796	interacts with(1)	1
retropepsin	2288	interacts with(1)	1
retropepsin	2296	interacts with(1)	1
retropepsin	2580	interacts with(1)	1
retropepsin	2800	interacts with(1)	1
retropepsin	3646	interacts with(1)	1
retropepsin	4170	interacts with(1)	1
retropepsin	4436	interacts with(1)	1
retropepsin	5426	interacts with(1)	1
retropepsin	6301	interacts with(1)	1
retropepsin	7227	interacts with(1)	1
retropepsin	7411	interacts with(1)	1
retropepsin	7416	interacts with(1)	1
